"poll_id","pollster_id","pollster","sponsor_ids","sponsors","display_name","pollster_rating_id","pollster_rating_name","numeric_grade","pollscore","methodology","transparency_score","state","start_date","end_date","sponsor_candidate_id","sponsor_candidate","sponsor_candidate_party","question_id","sample_size","population","subpopulation","population_full","tracking","created_at","notes","url","url_article","url_topline","url_crosstab","source","internal","partisan","cycle","office_type","seat_name","seat_number","election_date","stage","party","pct","answer","candidate_name","candidate_id","race_id","ranked_choice_round","ranked_choice_reallocated","ranked_choice_final","nationwide_match","hypothetical"
"fcb4abeb-9b26-40d8-bf53-6b6806354c7c","515110ac-affe-4b0c-a37c-3fb9aad38004","Global Strategy Group","","","Global Strategy Group",118,"Global Strategy Group",,,"",,"KS","8/13/26","8/16/26",,"Cindy Holscher","DEM","d558def1-792e-4d23-983c-2556307ded1f",600,"lv",,"lv",,"8/28/26 08:47",,"https://www.politico.com/newsletters/playbook/2026/08/28/nevada-dems-2028-reality-check-01053864",,,,,,"DEM",2026,"Governor",,,2026-11-03,"general","REP",46,"Masterson","Ty Masterson","a87fcc33-db77-4d8d-a45a-21e0957a248f","87794e93-b6e9-4ae8-90f2-349d5ede05ca",,FALSE,FALSE,,
"fcb4abeb-9b26-40d8-bf53-6b6806354c7c","515110ac-affe-4b0c-a37c-3fb9aad38004","Global Strategy Group","","","Global Strategy Group",118,"Global Strategy Group",,,"",,"KS","8/13/26","8/16/26",,"Cindy Holscher","DEM","d558def1-792e-4d23-983c-2556307ded1f",600,"lv",,"lv",,"8/28/26 08:47",,"https://www.politico.com/newsletters/playbook/2026/08/28/nevada-dems-2028-reality-check-01053864",,,,,,"DEM",2026,"Governor",,,2026-11-03,"general","DEM",47,"Holscher","Cindy Holscher","9a9dc681-228c-44e4-ad68-59f4f7066ba5","87794e93-b6e9-4ae8-90f2-349d5ede05ca",,FALSE,FALSE,,
"f5ba3628-cb40-42c5-acaa-ccc4cb57b112","cb7ffc61-80fa-43e2-b174-021b901814a7","Bravo Group","1b2e015a-4c40-4532-9407-5f99a6ea43e0","PennLive","Bravo Group",,,,,"",,"PA","8/18/26","8/22/26",,,,"0a38f353-886a-4fa3-93de-4f6cb03c5625",711,"lv",,"lv",,"8/28/26 06:31",,"https://www.pennlive.com/politics/2026/08/fettermans-problems-with-pa-democrats-just-keep-getting-worse-morning-scrapple-poll.html",,,,,,,2026,"Governor",,,2026-11-03,"general","NONE",1.17,"Would not vote","Would not vote","2161fbf6-e73e-4930-ab2e-e531b2df05e4","85f663f1-ccfd-4b88-991f-d204dbaec233",,FALSE,FALSE,,
"f5ba3628-cb40-42c5-acaa-ccc4cb57b112","cb7ffc61-80fa-43e2-b174-021b901814a7","Bravo Group","1b2e015a-4c40-4532-9407-5f99a6ea43e0","PennLive","Bravo Group",,,,,"",,"PA","8/18/26","8/22/26",,,,"0a38f353-886a-4fa3-93de-4f6cb03c5625",711,"lv",,"lv",,"8/28/26 06:31",,"https://www.pennlive.com/politics/2026/08/fettermans-problems-with-pa-democrats-just-keep-getting-worse-morning-scrapple-poll.html",,,,,,,2026,"Governor",,,2026-11-03,"general","NONE",9.58,"Don't know","Don't know","d8390906-54c4-4050-9005-4934a65fa7b1","85f663f1-ccfd-4b88-991f-d204dbaec233",,FALSE,FALSE,,
"f5ba3628-cb40-42c5-acaa-ccc4cb57b112","cb7ffc61-80fa-43e2-b174-021b901814a7","Bravo Group","1b2e015a-4c40-4532-9407-5f99a6ea43e0","PennLive","Bravo Group",,,,,"",,"PA","8/18/26","8/22/26",,,,"0a38f353-886a-4fa3-93de-4f6cb03c5625",711,"lv",,"lv",,"8/28/26 06:31",,"https://www.pennlive.com/politics/2026/08/fettermans-problems-with-pa-democrats-just-keep-getting-worse-morning-scrapple-poll.html",,,,,,,2026,"Governor",,,2026-11-03,"general","NONE",7.42,"Someone else","Someone else","d23503df-ca4b-41e0-807f-67f2629609ac","85f663f1-ccfd-4b88-991f-d204dbaec233",,FALSE,FALSE,,
"f5ba3628-cb40-42c5-acaa-ccc4cb57b112","cb7ffc61-80fa-43e2-b174-021b901814a7","Bravo Group","1b2e015a-4c40-4532-9407-5f99a6ea43e0","PennLive","Bravo Group",,,,,"",,"PA","8/18/26","8/22/26",,,,"0a38f353-886a-4fa3-93de-4f6cb03c5625",711,"lv",,"lv",,"8/28/26 06:31",,"https://www.pennlive.com/politics/2026/08/fettermans-problems-with-pa-democrats-just-keep-getting-worse-morning-scrapple-poll.html",,,,,,,2026,"Governor",,,2026-11-03,"general","REP",25.19,"Garrity","Stacy Garrity","f3122952-2128-492c-b022-4473569142ed","85f663f1-ccfd-4b88-991f-d204dbaec233",,FALSE,FALSE,,
"f5ba3628-cb40-42c5-acaa-ccc4cb57b112","cb7ffc61-80fa-43e2-b174-021b901814a7","Bravo Group","1b2e015a-4c40-4532-9407-5f99a6ea43e0","PennLive","Bravo Group",,,,,"",,"PA","8/18/26","8/22/26",,,,"0a38f353-886a-4fa3-93de-4f6cb03c5625",711,"lv",,"lv",,"8/28/26 06:31",,"https://www.pennlive.com/politics/2026/08/fettermans-problems-with-pa-democrats-just-keep-getting-worse-morning-scrapple-poll.html",,,,,,,2026,"Governor",,,2026-11-03,"general","DEM",56.38,"Shapiro","Josh Shapiro","3d2645d5-7450-45bd-9ba0-097a3610a980","85f663f1-ccfd-4b88-991f-d204dbaec233",,FALSE,FALSE,,
"79198593-335c-4d1f-91d5-480874558622","a18ec25b-ef6c-44ce-84b1-e5d59b798228","University of New Hampshire","","","University of New Hampshire",357,"University of New Hampshire Survey Center",,,"Probability Panel/Text-to-Web",,"CT","8/20/26","8/24/26",,,,"6d7f6056-e3c9-43ae-bbcd-636daf642b33",803,"lv",,"lv",,"8/27/26 16:10",,"https://scholars.unh.edu/survey_center_polls/994/",,,,,,,2026,"Governor",,,2026-11-03,"general","NONE",9,"Don't know","Don't know","d8390906-54c4-4050-9005-4934a65fa7b1","53ee206c-198b-40d7-b3e5-9c2970c20843",,FALSE,FALSE,,
"79198593-335c-4d1f-91d5-480874558622","a18ec25b-ef6c-44ce-84b1-e5d59b798228","University of New Hampshire","","","University of New Hampshire",357,"University of New Hampshire Survey Center",,,"Probability Panel/Text-to-Web",,"CT","8/20/26","8/24/26",,,,"6d7f6056-e3c9-43ae-bbcd-636daf642b33",803,"lv",,"lv",,"8/27/26 16:10",,"https://scholars.unh.edu/survey_center_polls/994/",,,,,,,2026,"Governor",,,2026-11-03,"general","NONE",3,"Someone else","Someone else","d23503df-ca4b-41e0-807f-67f2629609ac","53ee206c-198b-40d7-b3e5-9c2970c20843",,FALSE,FALSE,,
"79198593-335c-4d1f-91d5-480874558622","a18ec25b-ef6c-44ce-84b1-e5d59b798228","University of New Hampshire","","","University of New Hampshire",357,"University of New Hampshire Survey Center",,,"Probability Panel/Text-to-Web",,"CT","8/20/26","8/24/26",,,,"6d7f6056-e3c9-43ae-bbcd-636daf642b33",803,"lv",,"lv",,"8/27/26 16:10",,"https://scholars.unh.edu/survey_center_polls/994/",,,,,,,2026,"Governor",,,2026-11-03,"general","DEM",52,"Lamont (Ned)","Ned Lamont","7e5f19b3-1c8e-4c71-8376-d3e5c1d28d72","53ee206c-198b-40d7-b3e5-9c2970c20843",,FALSE,FALSE,,
"79198593-335c-4d1f-91d5-480874558622","a18ec25b-ef6c-44ce-84b1-e5d59b798228","University of New Hampshire","","","University of New Hampshire",357,"University of New Hampshire Survey Center",,,"Probability Panel/Text-to-Web",,"CT","8/20/26","8/24/26",,,,"6d7f6056-e3c9-43ae-bbcd-636daf642b33",803,"lv",,"lv",,"8/27/26 16:10",,"https://scholars.unh.edu/survey_center_polls/994/",,,,,,,2026,"Governor",,,2026-11-03,"general","REP",37,"Fazio","Ryan Fazio","3f32f002-85fc-4ab8-a0f9-f317590cc8b8","53ee206c-198b-40d7-b3e5-9c2970c20843",,FALSE,FALSE,,
"7fcf792a-9dd5-4a48-b2da-fe1aecf7fa39","c7ce7592-5c6a-4a25-bb62-3e11f01555d4","Hart Research Associates","","","Hart Research Associates",113,"Garin-Hart-Yang Research Group",,,"",,"SC","8/12/26","8/15/26",,"Jermaine Johnson","DEM","4b4164b4-2600-433b-bc27-95a3da1c10e0",600,"lv",,"lv",,"8/27/26 10:03",,"https://www.washingtonexaminer.com/news/campaigns/state/4702087/poll-south-carolina-governor-race-democrat-jermaine-johnson/",,,,,,"DEM",2026,"Governor",,,2026-11-03,"general","DEM",41,"Johnson (Jermaine)","Jermaine Johnson","67c734db-3470-4197-b40d-294f450c688d","5fd56fa3-965a-4bb0-97c9-e2224a12dedb",,FALSE,FALSE,,
"7fcf792a-9dd5-4a48-b2da-fe1aecf7fa39","c7ce7592-5c6a-4a25-bb62-3e11f01555d4","Hart Research Associates","","","Hart Research Associates",113,"Garin-Hart-Yang Research Group",,,"",,"SC","8/12/26","8/15/26",,"Jermaine Johnson","DEM","4b4164b4-2600-433b-bc27-95a3da1c10e0",600,"lv",,"lv",,"8/27/26 10:03",,"https://www.washingtonexaminer.com/news/campaigns/state/4702087/poll-south-carolina-governor-race-democrat-jermaine-johnson/",,,,,,"DEM",2026,"Governor",,,2026-11-03,"general","REP",48,"Wilson (Alan)","Alan Wilson","782504f7-e71c-4087-9b83-60b87a7b1749","5fd56fa3-965a-4bb0-97c9-e2224a12dedb",,FALSE,FALSE,,
"5ae82615-d4be-4bb8-b5c8-741b8254ec11","50e74854-ced4-4bd8-8cbe-352224df2621","Slingshot Strategies","d7bb98c0-1a1c-43fc-9906-02846b3edc26","Texas Public Opinion Research","Slingshot Strategies",451,"Slingshot Strategies",,,"",,"TX","8/21/26","8/24/26",,,,"e7d92184-137c-482d-b490-98e61fb9cfa7",1000,"lv",,"lv",,"8/27/26 09:47",,"https://texaspublicopinionresearch.substack.com/p/new-poll-in-texas-general-election",,,,,,,2026,"Governor",,,2026-11-03,"general","NONE",6,"Don't know","Don't know","d8390906-54c4-4050-9005-4934a65fa7b1","fe1f0a9f-398c-415d-a0f1-74b42972f5db",,FALSE,FALSE,,
"5ae82615-d4be-4bb8-b5c8-741b8254ec11","50e74854-ced4-4bd8-8cbe-352224df2621","Slingshot Strategies","d7bb98c0-1a1c-43fc-9906-02846b3edc26","Texas Public Opinion Research","Slingshot Strategies",451,"Slingshot Strategies",,,"",,"TX","8/21/26","8/24/26",,,,"e7d92184-137c-482d-b490-98e61fb9cfa7",1000,"lv",,"lv",,"8/27/26 09:47",,"https://texaspublicopinionresearch.substack.com/p/new-poll-in-texas-general-election",,,,,,,2026,"Governor",,,2026-11-03,"general","NONE",1,"Would not vote","Would not vote","2161fbf6-e73e-4930-ab2e-e531b2df05e4","fe1f0a9f-398c-415d-a0f1-74b42972f5db",,FALSE,FALSE,,
"5ae82615-d4be-4bb8-b5c8-741b8254ec11","50e74854-ced4-4bd8-8cbe-352224df2621","Slingshot Strategies","d7bb98c0-1a1c-43fc-9906-02846b3edc26","Texas Public Opinion Research","Slingshot Strategies",451,"Slingshot Strategies",,,"",,"TX","8/21/26","8/24/26",,,,"e7d92184-137c-482d-b490-98e61fb9cfa7",1000,"lv",,"lv",,"8/27/26 09:47",,"https://texaspublicopinionresearch.substack.com/p/new-poll-in-texas-general-election",,,,,,,2026,"Governor",,,2026-11-03,"general","IND",0,"Richards","Janis Richards","ddb745a6-72d3-4535-bdee-c3e466a412e0","fe1f0a9f-398c-415d-a0f1-74b42972f5db",,FALSE,FALSE,,
"5ae82615-d4be-4bb8-b5c8-741b8254ec11","50e74854-ced4-4bd8-8cbe-352224df2621","Slingshot Strategies","d7bb98c0-1a1c-43fc-9906-02846b3edc26","Texas Public Opinion Research","Slingshot Strategies",451,"Slingshot Strategies",,,"",,"TX","8/21/26","8/24/26",,,,"e7d92184-137c-482d-b490-98e61fb9cfa7",1000,"lv",,"lv",,"8/27/26 09:47",,"https://texaspublicopinionresearch.substack.com/p/new-poll-in-texas-general-election",,,,,,,2026,"Governor",,,2026-11-03,"general","IND",1,"Raphoon","Jenn Mack Raphoon","a2107b12-34ea-46fa-8f2b-a8353e8338a5","fe1f0a9f-398c-415d-a0f1-74b42972f5db",,FALSE,FALSE,,
"5ae82615-d4be-4bb8-b5c8-741b8254ec11","50e74854-ced4-4bd8-8cbe-352224df2621","Slingshot Strategies","d7bb98c0-1a1c-43fc-9906-02846b3edc26","Texas Public Opinion Research","Slingshot Strategies",451,"Slingshot Strategies",,,"",,"TX","8/21/26","8/24/26",,,,"e7d92184-137c-482d-b490-98e61fb9cfa7",1000,"lv",,"lv",,"8/27/26 09:47",,"https://texaspublicopinionresearch.substack.com/p/new-poll-in-texas-general-election",,,,,,,2026,"Governor",,,2026-11-03,"general","IND",0,"Padrino","Blas Eugenio Padrino","b2742c2b-8079-4b8b-840f-3d1d2662c5a2","fe1f0a9f-398c-415d-a0f1-74b42972f5db",,FALSE,FALSE,,
"5ae82615-d4be-4bb8-b5c8-741b8254ec11","50e74854-ced4-4bd8-8cbe-352224df2621","Slingshot Strategies","d7bb98c0-1a1c-43fc-9906-02846b3edc26","Texas Public Opinion Research","Slingshot Strategies",451,"Slingshot Strategies",,,"",,"TX","8/21/26","8/24/26",,,,"e7d92184-137c-482d-b490-98e61fb9cfa7",1000,"lv",,"lv",,"8/27/26 09:47",,"https://texaspublicopinionresearch.substack.com/p/new-poll-in-texas-general-election",,,,,,,2026,"Governor",,,2026-11-03,"general","IND",0,"Chavez","Elliot Chavez","28dd6e7b-80f1-43c9-8c7b-ab8f74b20871","fe1f0a9f-398c-415d-a0f1-74b42972f5db",,FALSE,FALSE,,
"5ae82615-d4be-4bb8-b5c8-741b8254ec11","50e74854-ced4-4bd8-8cbe-352224df2621","Slingshot Strategies","d7bb98c0-1a1c-43fc-9906-02846b3edc26","Texas Public Opinion Research","Slingshot Strategies",451,"Slingshot Strategies",,,"",,"TX","8/21/26","8/24/26",,,,"e7d92184-137c-482d-b490-98e61fb9cfa7",1000,"lv",,"lv",,"8/27/26 09:47",,"https://texaspublicopinionresearch.substack.com/p/new-poll-in-texas-general-election",,,,,,,2026,"Governor",,,2026-11-03,"general","LIB",1,"Dixon","Pat Dixon","0ac02528-6040-42de-938b-3ff72e543c3f","fe1f0a9f-398c-415d-a0f1-74b42972f5db",,FALSE,FALSE,,
"5ae82615-d4be-4bb8-b5c8-741b8254ec11","50e74854-ced4-4bd8-8cbe-352224df2621","Slingshot Strategies","d7bb98c0-1a1c-43fc-9906-02846b3edc26","Texas Public Opinion Research","Slingshot Strategies",451,"Slingshot Strategies",,,"",,"TX","8/21/26","8/24/26",,,,"e7d92184-137c-482d-b490-98e61fb9cfa7",1000,"lv",,"lv",,"8/27/26 09:47",,"https://texaspublicopinionresearch.substack.com/p/new-poll-in-texas-general-election",,,,,,,2026,"Governor",,,2026-11-03,"general","REP",49,"Abbott","Greg Abbott","032d17c6-0f30-49d1-8383-2dc8f4a73856","fe1f0a9f-398c-415d-a0f1-74b42972f5db",,FALSE,FALSE,,
"5ae82615-d4be-4bb8-b5c8-741b8254ec11","50e74854-ced4-4bd8-8cbe-352224df2621","Slingshot Strategies","d7bb98c0-1a1c-43fc-9906-02846b3edc26","Texas Public Opinion Research","Slingshot Strategies",451,"Slingshot Strategies",,,"",,"TX","8/21/26","8/24/26",,,,"e7d92184-137c-482d-b490-98e61fb9cfa7",1000,"lv",,"lv",,"8/27/26 09:47",,"https://texaspublicopinionresearch.substack.com/p/new-poll-in-texas-general-election",,,,,,,2026,"Governor",,,2026-11-03,"general","DEM",42,"Hinojosa (Gina)","Gina Hinojosa","b1908e01-f963-4f2f-9053-c9b88e559363","fe1f0a9f-398c-415d-a0f1-74b42972f5db",,FALSE,FALSE,,
"52c77037-4409-4f86-bff0-b5c128c3f839","b2978307-eed3-420a-84ff-9e73574db513","GrayHouse","","","GrayHouse",,,,,"",,"AZ","8/9/26","8/11/26",,"Elijah Norton","REP","b4e24676-a38d-414d-abfa-7b452e0f31d2",600,"lv",,"lv",,"8/27/26 08:32",,"https://x.com/Garrett_Archer/status/2092290028697506071",,,,,,"REP",2026,"Governor",,,2026-11-03,"general","REP",45,"Biggs","Andy Biggs","74ea15a7-1210-4a35-b812-b02b7c7681d0","118daea0-3ebb-4a32-af77-bb896d1c7e6d",,FALSE,FALSE,,
"52c77037-4409-4f86-bff0-b5c128c3f839","b2978307-eed3-420a-84ff-9e73574db513","GrayHouse","","","GrayHouse",,,,,"",,"AZ","8/9/26","8/11/26",,"Elijah Norton","REP","b4e24676-a38d-414d-abfa-7b452e0f31d2",600,"lv",,"lv",,"8/27/26 08:32",,"https://x.com/Garrett_Archer/status/2092290028697506071",,,,,,"REP",2026,"Governor",,,2026-11-03,"general","DEM",49,"Hobbs","Katie Hobbs","a660fa11-fed0-4c4a-b39a-c02be352285f","118daea0-3ebb-4a32-af77-bb896d1c7e6d",,FALSE,FALSE,,
"35528aa3-b4dc-4133-b23d-8bb941fa5a53","84964d1b-5082-4c05-9229-9bc71ffe3d0d","Franklin & Marshall College","","","Franklin & Marshall College",106,"Franklin & Marshall College Center for Opinion Research",,,"Mail-to-Web/Live Phone",,"PA","8/17/26","8/23/26",,,,"c1a87b10-b5d2-4d0c-8486-6cc81c258d63",501,"rv",,"rv",,"8/27/26 07:51",,"https://www.fandmpoll.org/franklin-marshall-college-poll-release-august-2026/",,,,,,,2026,"Governor",,,2026-11-03,"general","NONE",18,"Don't know","Don't know","d8390906-54c4-4050-9005-4934a65fa7b1","85f663f1-ccfd-4b88-991f-d204dbaec233",,FALSE,FALSE,,
"35528aa3-b4dc-4133-b23d-8bb941fa5a53","84964d1b-5082-4c05-9229-9bc71ffe3d0d","Franklin & Marshall College","","","Franklin & Marshall College",106,"Franklin & Marshall College Center for Opinion Research",,,"Mail-to-Web/Live Phone",,"PA","8/17/26","8/23/26",,,,"c1a87b10-b5d2-4d0c-8486-6cc81c258d63",501,"rv",,"rv",,"8/27/26 07:51",,"https://www.fandmpoll.org/franklin-marshall-college-poll-release-august-2026/",,,,,,,2026,"Governor",,,2026-11-03,"general","NONE",5,"Someone else","Someone else","d23503df-ca4b-41e0-807f-67f2629609ac","85f663f1-ccfd-4b88-991f-d204dbaec233",,FALSE,FALSE,,
"35528aa3-b4dc-4133-b23d-8bb941fa5a53","84964d1b-5082-4c05-9229-9bc71ffe3d0d","Franklin & Marshall College","","","Franklin & Marshall College",106,"Franklin & Marshall College Center for Opinion Research",,,"Mail-to-Web/Live Phone",,"PA","8/17/26","8/23/26",,,,"c1a87b10-b5d2-4d0c-8486-6cc81c258d63",501,"rv",,"rv",,"8/27/26 07:51",,"https://www.fandmpoll.org/franklin-marshall-college-poll-release-august-2026/",,,,,,,2026,"Governor",,,2026-11-03,"general","GRE",2,"Dastra","Tony Dastra","067c1f81-337b-44d1-a7b0-ae33753849e7","85f663f1-ccfd-4b88-991f-d204dbaec233",,FALSE,FALSE,,
"35528aa3-b4dc-4133-b23d-8bb941fa5a53","84964d1b-5082-4c05-9229-9bc71ffe3d0d","Franklin & Marshall College","","","Franklin & Marshall College",106,"Franklin & Marshall College Center for Opinion Research",,,"Mail-to-Web/Live Phone",,"PA","8/17/26","8/23/26",,,,"c1a87b10-b5d2-4d0c-8486-6cc81c258d63",501,"rv",,"rv",,"8/27/26 07:51",,"https://www.fandmpoll.org/franklin-marshall-college-poll-release-august-2026/",,,,,,,2026,"Governor",,,2026-11-03,"general","REP",25,"Garrity","Stacy Garrity","f3122952-2128-492c-b022-4473569142ed","85f663f1-ccfd-4b88-991f-d204dbaec233",,FALSE,FALSE,,
"35528aa3-b4dc-4133-b23d-8bb941fa5a53","84964d1b-5082-4c05-9229-9bc71ffe3d0d","Franklin & Marshall College","","","Franklin & Marshall College",106,"Franklin & Marshall College Center for Opinion Research",,,"Mail-to-Web/Live Phone",,"PA","8/17/26","8/23/26",,,,"c1a87b10-b5d2-4d0c-8486-6cc81c258d63",501,"rv",,"rv",,"8/27/26 07:51",,"https://www.fandmpoll.org/franklin-marshall-college-poll-release-august-2026/",,,,,,,2026,"Governor",,,2026-11-03,"general","DEM",50,"Shapiro","Josh Shapiro","3d2645d5-7450-45bd-9ba0-097a3610a980","85f663f1-ccfd-4b88-991f-d204dbaec233",,FALSE,FALSE,,
"69b3875a-e038-4992-ac06-58eed14e4864","a18ec25b-ef6c-44ce-84b1-e5d59b798228","University of New Hampshire","","","University of New Hampshire",357,"University of New Hampshire Survey Center",,,"Probability Panel/Text-to-Web",,"RI","8/20/26","8/24/26",,,,"828d9612-5be7-45d9-b409-f084f4cda263",715,"lv",,"lv",,"8/26/26 22:45",,"https://scholars.unh.edu/survey_center_polls/990/",,,,,,,2026,"Governor",,,2026-11-03,"general","NONE",5,"Someone else","Someone else","d23503df-ca4b-41e0-807f-67f2629609ac","f1a05535-a07c-4c91-bc78-41280b96f1a8",,FALSE,FALSE,,
"69b3875a-e038-4992-ac06-58eed14e4864","a18ec25b-ef6c-44ce-84b1-e5d59b798228","University of New Hampshire","","","University of New Hampshire",357,"University of New Hampshire Survey Center",,,"Probability Panel/Text-to-Web",,"RI","8/20/26","8/24/26",,,,"ba1c83ac-4abd-43b7-a915-41381c0ed476",741,"lv",,"lv",,"8/26/26 22:45",,"https://scholars.unh.edu/survey_center_polls/990/",,,,,,,2026,"Governor",,,2026-11-03,"general","NONE",17,"Don't know","Don't know","d8390906-54c4-4050-9005-4934a65fa7b1","f1a05535-a07c-4c91-bc78-41280b96f1a8",,FALSE,FALSE,,
"69b3875a-e038-4992-ac06-58eed14e4864","a18ec25b-ef6c-44ce-84b1-e5d59b798228","University of New Hampshire","","","University of New Hampshire",357,"University of New Hampshire Survey Center",,,"Probability Panel/Text-to-Web",,"RI","8/20/26","8/24/26",,,,"ba1c83ac-4abd-43b7-a915-41381c0ed476",741,"lv",,"lv",,"8/26/26 22:45",,"https://scholars.unh.edu/survey_center_polls/990/",,,,,,,2026,"Governor",,,2026-11-03,"general","NONE",2,"Someone else","Someone else","d23503df-ca4b-41e0-807f-67f2629609ac","f1a05535-a07c-4c91-bc78-41280b96f1a8",,FALSE,FALSE,,
"69b3875a-e038-4992-ac06-58eed14e4864","a18ec25b-ef6c-44ce-84b1-e5d59b798228","University of New Hampshire","","","University of New Hampshire",357,"University of New Hampshire Survey Center",,,"Probability Panel/Text-to-Web",,"RI","8/20/26","8/24/26",,,,"ba1c83ac-4abd-43b7-a915-41381c0ed476",741,"lv",,"lv",,"8/26/26 22:45",,"https://scholars.unh.edu/survey_center_polls/990/",,,,,,,2026,"Governor",,,2026-11-03,"general","IND",1,"Gotra","Jasjit Gotra","a08f3e99-198a-4b91-af72-453ca1cd9667","f1a05535-a07c-4c91-bc78-41280b96f1a8",,FALSE,FALSE,,
"69b3875a-e038-4992-ac06-58eed14e4864","a18ec25b-ef6c-44ce-84b1-e5d59b798228","University of New Hampshire","","","University of New Hampshire",357,"University of New Hampshire Survey Center",,,"Probability Panel/Text-to-Web",,"RI","8/20/26","8/24/26",,,,"ba1c83ac-4abd-43b7-a915-41381c0ed476",741,"lv",,"lv",,"8/26/26 22:45",,"https://scholars.unh.edu/survey_center_polls/990/",,,,,,,2026,"Governor",,,2026-11-03,"general","IND",1,"Reynolds","Christopher Reynolds","34909323-782f-4ef6-905e-9ea4ac825df5","f1a05535-a07c-4c91-bc78-41280b96f1a8",,FALSE,FALSE,,
"69b3875a-e038-4992-ac06-58eed14e4864","a18ec25b-ef6c-44ce-84b1-e5d59b798228","University of New Hampshire","","","University of New Hampshire",357,"University of New Hampshire Survey Center",,,"Probability Panel/Text-to-Web",,"RI","8/20/26","8/24/26",,,,"ba1c83ac-4abd-43b7-a915-41381c0ed476",741,"lv",,"lv",,"8/26/26 22:45",,"https://scholars.unh.edu/survey_center_polls/990/",,,,,,,2026,"Governor",,,2026-11-03,"general","REP",20,"Pelino","Elaine Pelino","21c984fa-a7a4-4099-8231-d4351b511325","f1a05535-a07c-4c91-bc78-41280b96f1a8",,FALSE,FALSE,,
"69b3875a-e038-4992-ac06-58eed14e4864","a18ec25b-ef6c-44ce-84b1-e5d59b798228","University of New Hampshire","","","University of New Hampshire",357,"University of New Hampshire Survey Center",,,"Probability Panel/Text-to-Web",,"RI","8/20/26","8/24/26",,,,"ba1c83ac-4abd-43b7-a915-41381c0ed476",741,"lv",,"lv",,"8/26/26 22:45",,"https://scholars.unh.edu/survey_center_polls/990/",,,,,,,2026,"Governor",,,2026-11-03,"general","DEM",42,"Foulkes","Helena Foulkes","108207e7-5d3c-486b-932d-e7f55ef67326","f1a05535-a07c-4c91-bc78-41280b96f1a8",,FALSE,FALSE,,
